type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	sample.sample_id	laboratory_procedure.laboratory_procedure_id	file_id	file_description	file_type
file	285_OncotypeDXqRTPCR.txt	bffb503f-95c8-502a-87e2-9c6f8771d393	316.0	9480cf49591069c344d452c7b98bbf96	uploaded	s3://bento-files/PACT1-1K/285_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-284104	BENTO-LAB-001	BENTO-FILE-284104	qRT-PCR output	text
file	296_OncotypeDXqRTPCR.txt	7dc014bc-2d48-5b50-aeba-e60c73302027	317.0	b7f040d874a9c091d950a6dc05ebde10	uploaded	s3://bento-files/PACT1-1K/296_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-295887	BENTO-LAB-001	BENTO-FILE-295887	qRT-PCR output	text
file	315_OncotypeDXqRTPCR.txt	34246cc7-f1f1-57c0-ad17-43e11d5c2f37	319.0	8f283db453d5b0e5e887193ada72c84d	uploaded	s3://bento-files/PACT1-1K/315_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-307267	BENTO-LAB-001	BENTO-FILE-307267	qRT-PCR output	text
file	322_OncotypeDXqRTPCR.txt	73f4772c-5fee-5de1-8cbd-798827f078a4	317.0	ef7d2700dfdf90ebf49a35de15322c3e	uploaded	s3://bento-files/PACT1-1K/322_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-310241	BENTO-LAB-001	BENTO-FILE-310241	qRT-PCR output	text
file	335_OncotypeDXqRTPCR.txt	9edc686b-081e-5e9b-8c37-67aa8d039614	318.0	5d06ed751081d684042158e2adb7c747	uploaded	s3://bento-files/PACT1-1K/335_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-320738	BENTO-LAB-001	BENTO-FILE-320738	qRT-PCR output	text
file	350_OncotypeDXqRTPCR.txt	848f7d38-e464-5616-b10e-7bda2d5aac7e	317.0	e058c37e5ae8866c98b220d71eeef24b	uploaded	s3://bento-files/PACT1-1K/350_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-338262	BENTO-LAB-001	BENTO-FILE-338262	qRT-PCR output	text
file	351_OncotypeDXqRTPCR.txt	1d52b5d8-1381-5b26-b0d9-902e003f1756	317.0	0c6e81a87dbdb3ad0f0e862906c3e4e8	uploaded	s3://bento-files/PACT1-1K/351_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-341115	BENTO-LAB-001	BENTO-FILE-341115	qRT-PCR output	text
file	360_OncotypeDXqRTPCR.txt	0ab09f9e-c65f-575e-a2e3-37b3c73f8ebf	318.0	30b26e6c60fab82ef5284de1e1bc1c28	uploaded	s3://bento-files/PACT1-1K/360_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-351802	BENTO-LAB-001	BENTO-FILE-351802	qRT-PCR output	text
file	362_OncotypeDXqRTPCR.txt	33840185-4a9e-563d-9df5-d1739be83c85	315.0	d2ee24bfe9044e20deecefeb4ee5fb28	uploaded	s3://bento-files/PACT1-1K/362_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-353728	BENTO-LAB-001	BENTO-FILE-353728	qRT-PCR output	text
file	399_OncotypeDXqRTPCR.txt	2f61f02b-d882-5aca-8827-1b748e0f139c	318.0	53c6ce1b3664f1423fb7787f906665ec	uploaded	s3://bento-files/PACT1-1K/399_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-388240	BENTO-LAB-001	BENTO-FILE-388240	qRT-PCR output	text
file	400_OncotypeDXqRTPCR.txt	fce54dd0-570a-500f-b611-051c6f1fc854	317.0	4c35aeac4e6d9668c274cdb1d1df89aa	uploaded	s3://bento-files/PACT1-1K/400_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-389850	BENTO-LAB-001	BENTO-FILE-389850	qRT-PCR output	text
file	408_OncotypeDXqRTPCR.txt	9acbf80d-9250-5960-8a21-bcc7033f10d3	318.0	f3627e176a21c8e25edf10264dbe2a79	uploaded	s3://bento-files/PACT1-1K/408_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-400437	BENTO-LAB-001	BENTO-FILE-400437	qRT-PCR output	text
file	412_OncotypeDXqRTPCR.txt	61ec3d86-eeb8-5068-94ad-cd2f27ff4e41	318.0	97b95a91502129704a334eb3cdc87692	uploaded	s3://bento-files/PACT1-1K/412_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-405545	BENTO-LAB-001	BENTO-FILE-405545	qRT-PCR output	text
file	426_OncotypeDXqRTPCR.txt	09f389c4-229e-5fe9-b8af-3aec2bd36828	316.0	609fb4c1140a4ffa3d98c8bf0c51e105	uploaded	s3://bento-files/PACT1-1K/426_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-412989	BENTO-LAB-001	BENTO-FILE-412989	qRT-PCR output	text
file	439_OncotypeDXqRTPCR.txt	e75a6564-777e-51e7-8edf-75de3953a024	314.0	08c115fccc217353f2785bc6c2dab78c	uploaded	s3://bento-files/PACT1-1K/439_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-426809	BENTO-LAB-001	BENTO-FILE-426809	qRT-PCR output	text
file	443_OncotypeDXqRTPCR.txt	f1d61405-c692-5c48-a772-b899428b88d5	316.0	3f7d6d1fdf74b8cb0513496ed744a834	uploaded	s3://bento-files/PACT1-1K/443_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-428876	BENTO-LAB-001	BENTO-FILE-428876	qRT-PCR output	text
file	451_OncotypeDXqRTPCR.txt	29c46d3e-768b-5684-b755-585eaf520c17	319.0	b9f185bec622f15404de9f0beea55499	uploaded	s3://bento-files/PACT1-1K/451_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-437318	BENTO-LAB-001	BENTO-FILE-437318	qRT-PCR output	text
file	454_OncotypeDXqRTPCR.txt	86343174-c2e5-5736-9bb2-a41b6c6db70b	317.0	9e2f38963c7abb4bc140db6f0a693236	uploaded	s3://bento-files/PACT1-1K/454_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-438982	BENTO-LAB-001	BENTO-FILE-438982	qRT-PCR output	text
file	461_OncotypeDXqRTPCR.txt	b6367fc4-0276-543c-a85f-a12fd89d2007	319.0	d59c2b0481ab16d8b1f9b52501ba3540	uploaded	s3://bento-files/PACT1-1K/461_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-444584	BENTO-LAB-001	BENTO-FILE-444584	qRT-PCR output	text
file	467_OncotypeDXqRTPCR.txt	d12eea20-dfd0-50ea-b503-37f037e61a7a	315.0	19ac50032a1ce0d278844e8e336ad587	uploaded	s3://bento-files/PACT1-1K/467_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-456745	BENTO-LAB-001	BENTO-FILE-456745	qRT-PCR output	text
file	482_OncotypeDXqRTPCR.txt	2a9b0403-9fd9-5bf4-ae81-8859d53767e4	317.0	c0f370f33c4cbadfa8df896ed1871e8b	uploaded	s3://bento-files/PACT1-1K/482_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-471426	BENTO-LAB-001	BENTO-FILE-471426	qRT-PCR output	text
file	483_OncotypeDXqRTPCR.txt	6e31e019-b5ba-523a-9ac8-078c3d54ebbb	318.0	3659029d886bc4fb4b21835a0198a209	uploaded	s3://bento-files/PACT1-1K/483_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-472047	BENTO-LAB-001	BENTO-FILE-472047	qRT-PCR output	text
file	499_OncotypeDXqRTPCR.txt	d2cfe375-81f8-590b-afc6-d12a5b7f4351	318.0	9d19734a166a012759aeb5e756959f29	uploaded	s3://bento-files/PACT1-1K/499_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-485469	BENTO-LAB-001	BENTO-FILE-485469	qRT-PCR output	text
file	509_OncotypeDXqRTPCR.txt	7404c62f-3107-51d5-8786-230d94e0b976	317.0	368347b5d41e5f8dc55cb2a6feaf5513	uploaded	s3://bento-files/PACT1-1K/509_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-496411	BENTO-LAB-001	BENTO-FILE-496411	qRT-PCR output	text
file	511_OncotypeDXqRTPCR.txt	684aad5f-d8c5-5956-9299-11f509e92860	317.0	eb6b64385f6e70a4dde398f449090d39	uploaded	s3://bento-files/PACT1-1K/511_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-498582	BENTO-LAB-001	BENTO-FILE-498582	qRT-PCR output	text
file	532_OncotypeDXqRTPCR.txt	d91f6000-9046-57d7-ae09-57154395a826	317.0	c2631705b01bcbfaba6261121c5daad4	uploaded	s3://bento-files/PACT1-1K/532_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-517289	BENTO-LAB-001	BENTO-FILE-517289	qRT-PCR output	text
file	536_OncotypeDXqRTPCR.txt	85cbe9e3-5d78-57db-b7fe-fa6d4805abe9	317.0	4b155f73d8004e1dfe325d8cc82eee72	uploaded	s3://bento-files/PACT1-1K/536_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-520293	BENTO-LAB-001	BENTO-FILE-520293	qRT-PCR output	text
file	539_OncotypeDXqRTPCR.txt	5ff77a06-e66a-5022-ae0f-6bc6763016b8	316.0	57cb75b7c8eb1bd0e1f489355c7d4429	uploaded	s3://bento-files/PACT1-1K/539_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-525515	BENTO-LAB-001	BENTO-FILE-525515	qRT-PCR output	text
file	541_OncotypeDXqRTPCR.txt	97ae4c9a-cf6e-5138-9558-59719242c279	316.0	dcea8ba13ced0910c2890558f234d5b5	uploaded	s3://bento-files/PACT1-1K/541_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-527718	BENTO-LAB-001	BENTO-FILE-527718	qRT-PCR output	text
file	553_OncotypeDXqRTPCR.txt	21b15a2e-c459-5b8c-a518-21cf947d90ff	315.0	8af5d220085c2edb9c34b95bb1ce9376	uploaded	s3://bento-files/PACT1-1K/553_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-538559	BENTO-LAB-001	BENTO-FILE-538559	qRT-PCR output	text
file	592_OncotypeDXqRTPCR.txt	a8767ad5-3b64-505b-b8db-6c4c51257eb5	318.0	1cdcd1fa1b7436d4449ab734de9cc0c2	uploaded	s3://bento-files/PACT1-1K/592_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-587617	BENTO-LAB-001	BENTO-FILE-587617	qRT-PCR output	text
file	596_OncotypeDXqRTPCR.txt	b0bf7cc3-2e11-5e03-ba8a-5ce95ce5c5d0	317.0	13dc5c55bed51e2304244a27e63d64be	uploaded	s3://bento-files/PACT1-1K/596_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-589063	BENTO-LAB-001	BENTO-FILE-589063	qRT-PCR output	text
file	611_OncotypeDXqRTPCR.txt	16e98157-fd8a-502c-b85d-b12ac63b04be	318.0	85bb72fe4159a9ba8768aefad8d4952d	uploaded	s3://bento-files/PACT1-1K/611_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-605581	BENTO-LAB-001	BENTO-FILE-605581	qRT-PCR output	text
file	616_OncotypeDXqRTPCR.txt	59284abb-ab1b-59bb-bcc8-c2333e2fe168	318.0	77a669952dd7e71851670c3f06ab78ef	uploaded	s3://bento-files/PACT1-1K/616_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-609007	BENTO-LAB-001	BENTO-FILE-609007	qRT-PCR output	text
file	630_OncotypeDXqRTPCR.txt	7ecc7df2-f2e8-5b1f-b643-fb4f79d141bb	319.0	c61c44b8a6312e7c2fbfd89a7fa0aef6	uploaded	s3://bento-files/PACT1-1K/630_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-618563	BENTO-LAB-001	BENTO-FILE-618563	qRT-PCR output	text
file	644_OncotypeDXqRTPCR.txt	8ef8a6c9-df35-5b27-849d-90295ab40b9a	317.0	72a898a54f63460cdadb9be2166c124d	uploaded	s3://bento-files/PACT1-1K/644_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-631915	BENTO-LAB-001	BENTO-FILE-631915	qRT-PCR output	text
file	650_OncotypeDXqRTPCR.txt	c3b62c82-a02a-51ce-aade-d06c8304dda4	315.0	a268d9802e1eed321df8b0772861a0a4	uploaded	s3://bento-files/PACT1-1K/650_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-641702	BENTO-LAB-001	BENTO-FILE-641702	qRT-PCR output	text
file	651_OncotypeDXqRTPCR.txt	9471e745-6141-5481-937c-e66f4e2905a2	318.0	7a43421ab7273eebd7677d5d087df5a4	uploaded	s3://bento-files/PACT1-1K/651_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-641757	BENTO-LAB-001	BENTO-FILE-641757	qRT-PCR output	text
file	671_OncotypeDXqRTPCR.txt	4b8b6a11-4f87-5c34-ab7c-aaafdd840460	318.0	9535ac4b4bca4139d04e9cbb1f7e5e84	uploaded	s3://bento-files/PACT1-1K/671_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-661752	BENTO-LAB-001	BENTO-FILE-661752	qRT-PCR output	text
file	683_OncotypeDXqRTPCR.txt	2a2e4957-5ca2-5dc3-8eb5-98f21815f969	317.0	f48b55265007031a278d49708c9834c5	uploaded	s3://bento-files/PACT1-1K/683_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-679334	BENTO-LAB-001	BENTO-FILE-679334	qRT-PCR output	text
file	712_OncotypeDXqRTPCR.txt	1dcdff27-2ec4-5d32-aa72-6984cc835642	317.0	6b7c713b0b91274e45876a2c2c547795	uploaded	s3://bento-files/PACT1-1K/712_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-703991	BENTO-LAB-001	BENTO-FILE-703991	qRT-PCR output	text
file	715_OncotypeDXqRTPCR.txt	7b83a459-7b81-544f-bc9e-c7aa96708139	312.0	2c6ff299b26d3cea7f522aae3a7679f0	uploaded	s3://bento-files/PACT1-1K/715_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-706233	BENTO-LAB-001	BENTO-FILE-706233	qRT-PCR output	text
file	722_OncotypeDXqRTPCR.txt	2b40154b-b486-5352-90aa-8bb1e88d4f5c	318.0	9ebda6d88d5a807f8d16a1d4b66b8ae9	uploaded	s3://bento-files/PACT1-1K/722_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-711102	BENTO-LAB-001	BENTO-FILE-711102	qRT-PCR output	text
file	725_OncotypeDXqRTPCR.txt	fc7ca2de-367a-5f49-b87a-4abe8f197785	317.0	943823d2c1c4e9a9aea285ff6ba9972f	uploaded	s3://bento-files/PACT1-1K/725_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-713304	BENTO-LAB-001	BENTO-FILE-713304	qRT-PCR output	text
file	741_OncotypeDXqRTPCR.txt	fca0010d-bb3c-574d-bbca-86b5542d93fa	318.0	bad34b5352c1fee96d1229e8314ad9ad	uploaded	s3://bento-files/PACT1-1K/741_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-726764	BENTO-LAB-001	BENTO-FILE-726764	qRT-PCR output	text
file	774_OncotypeDXqRTPCR.txt	3b4084a0-e09a-5ea0-bd96-54ca10462ec5	315.0	442fc4871f24354f4540fe2101a38d59	uploaded	s3://bento-files/PACT1-1K/774_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-756693	BENTO-LAB-001	BENTO-FILE-756693	qRT-PCR output	text
file	778_OncotypeDXqRTPCR.txt	873071ac-23c3-572b-ae50-7b749954de7e	317.0	3b21ee08e6e2d92215f5b3b78a37b1e2	uploaded	s3://bento-files/PACT1-1K/778_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-760414	BENTO-LAB-001	BENTO-FILE-760414	qRT-PCR output	text
file	789_OncotypeDXqRTPCR.txt	550df4c5-0d8a-519e-800c-3a8b0969b21c	315.0	fa17c6beb76b3945b0be6e638c4a9035	uploaded	s3://bento-files/PACT1-1K/789_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-768912	BENTO-LAB-001	BENTO-FILE-768912	qRT-PCR output	text
file	790_OncotypeDXqRTPCR.txt	de48498a-9bda-52c4-87f3-f5173797026c	317.0	349ee339e470905906ac68f1cf4f0816	uploaded	s3://bento-files/PACT1-1K/790_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-771045	BENTO-LAB-001	BENTO-FILE-771045	qRT-PCR output	text
file	797_OncotypeDXqRTPCR.txt	44962cd7-4167-5852-a199-ce3d386b3a16	314.0	280ccf5c9318e10f419b7d60c9a0cfff	uploaded	s3://bento-files/PACT1-1K/797_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-778497	BENTO-LAB-001	BENTO-FILE-778497	qRT-PCR output	text
file	816_OncotypeDXqRTPCR.txt	1116a9eb-07c0-5fc8-858a-420885188033	317.0	c6f67ece78e7ceba64d4a16d4bd713f4	uploaded	s3://bento-files/PACT1-1K/816_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-803930	BENTO-LAB-001	BENTO-FILE-803930	qRT-PCR output	text
file	823_OncotypeDXqRTPCR.txt	589dcfc2-806c-57bc-bdec-acdab65c2447	316.0	bfba5cbe139ea71c3cfa35adc14010e9	uploaded	s3://bento-files/PACT1-1K/823_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-814020	BENTO-LAB-001	BENTO-FILE-814020	qRT-PCR output	text
file	833_OncotypeDXqRTPCR.txt	8b98d5d7-101a-578f-8b40-4d7383d9653e	315.0	052c480c967eb29765550a503180999f	uploaded	s3://bento-files/PACT1-1K/833_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-820500	BENTO-LAB-001	BENTO-FILE-820500	qRT-PCR output	text
file	845_OncotypeDXqRTPCR.txt	89a1392d-b0a2-564b-a4e3-f2e74a2243a3	317.0	369bebb0b3be7d4d92eea182c62bffc4	uploaded	s3://bento-files/PACT1-1K/845_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-838546	BENTO-LAB-001	BENTO-FILE-838546	qRT-PCR output	text
file	849_OncotypeDXqRTPCR.txt	e7ff7b6a-d75a-51a6-8945-e7885340a0cc	319.0	fd4b7555e855f7174631a422e8bf803a	uploaded	s3://bento-files/PACT1-1K/849_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-841838	BENTO-LAB-001	BENTO-FILE-841838	qRT-PCR output	text
file	855_OncotypeDXqRTPCR.txt	60c8040b-c6be-541f-b1ba-00e71b921542	318.0	bd3be5ff4521feb35a6c03c41b36616a	uploaded	s3://bento-files/PACT1-1K/855_OncotypeDXqRTPCR.txt	txt	['Open']	BENTO-BIOS-850193	BENTO-LAB-001	BENTO-FILE-850193	qRT-PCR output	text
